,,,,,,,,Fail Items,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROVER,MG,2001,23,7,30.4,16,69.6,6,26.1,6,26.1,7,30.4,4,17.4,5,21.7,4,17.4,2,8.7,6,26.1,0,0,3,13,9,39.1,2,8.7,0,0,0,0
ROVER,MG,2002,40,15,37.5,25,62.5,5,12.5,9,22.5,7,17.5,4,10,9,22.5,3,7.5,2,5,7,17.5,3,7.5,3,7.5,6,15,2,5,0,0,0,0
ROVER,MG,2003,82,25,30.5,57,69.5,14,17.1,33,40.2,24,29.3,10,12.2,20,24.4,10,12.2,2,2.4,21,25.6,6,7.3,13,15.9,19,23.2,7,8.5,0,0,0,0
ROVER,MG,2004,65,19,29.2,46,70.8,10,15.4,16,24.6,20,30.8,5,7.7,12,18.5,5,7.7,2,3.1,19,29.2,1,1.5,7,10.8,6,9.2,7,10.8,1,1.5,0,0
ROVER,MG,2005,23,7,30.4,16,69.6,2,8.7,10,43.5,7,30.4,3,13,9,39.1,4,17.4,1,4.3,6,26.1,1,4.3,3,13,3,13,8,34.8,1,4.3,0,0
ROVER,MG,2006,7,1,14.3,6,85.7,2,28.6,5,71.4,2,28.6,0,0,3,42.9,0,0,0,0,2,28.6,1,14.3,2,28.6,0,0,1,14.3,0,0,0,0
ROVER,MINI,1989,1,0,0,1,100,0,0,1,100,1,100,0,0,1,100,1,100,1,100,1,100,0,0,0,0,0,0,1,100,0,0,0,0
ROVER,MINI,1990,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,MINI,1991,2,1,50,1,50,0,0,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,MINI,1993,2,0,0,2,100,0,0,1,50,1,50,0,0,0,0,1,50,1,50,1,50,0,0,1,50,0,0,0,0,0,0,0,0
ROVER,MINI,1996,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,MINI,1999,2,0,0,2,100,0,0,1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1,50,1,50,0,0
ROVER,MINI,2000,2,1,50,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0,0,0,0,0
ROVER,MINI COOPER,1992,2,0,0,2,100,1,50,0,0,2,100,0,0,1,50,0,0,0,0,2,100,0,0,0,0,1,50,1,50,0,0,0,0
ROVER,MINI COOPER,1993,3,1,33.3,2,66.7,1,33.3,1,33.3,1,33.3,1,33.3,0,0,1,33.3,0,0,0,0,0,0,0,0,1,33.3,1,33.3,0,0,0,0
ROVER,MINI COOPER,1995,1,0,0,1,100,1,100,0,0,0,0,1,100,1,100,0,0,1,100,1,100,1,100,0,0,1,100,1,100,0,0,0,0
ROVER,MINI COOPER,1996,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,MINI COOPER,1997,2,0,0,2,100,1,50,1,50,2,100,0,0,0,0,0,0,1,50,2,100,0,0,0,0,1,50,1,50,0,0,0,0
ROVER,MINI COOPER,1998,4,1,25,3,75,0,0,0,0,0,0,0,0,1,25,1,25,1,25,0,0,0,0,0,0,1,25,0,0,0,0,0,0
ROVER,MINI COOPER,1999,2,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,MINI COOPER,2001,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,MINI COOPER,2004,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,MINI SEVEN,2000,10,4,40,6,60,2,20,2,20,2,20,0,0,1,10,0,0,2,20,3,30,1,10,0,0,0,0,1,10,1,10,0,0
ROVER,MINI SEVEN,2001,7,4,57.1,3,42.9,2,28.6,1,14.3,1,14.3,0,0,0,0,0,0,0,0,1,14.3,0,0,1,14.3,1,14.3,0,0,0,0,0,0
ROVER,MINI SEVEN,2002,2,1,50,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,OTHER,1970,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,OTHER,1980,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,OTHER,1981,1,0,0,1,100,1,100,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0
ROVER,OTHER,1982,3,2,66.7,1,33.3,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,OTHER,1983,3,2,66.7,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,OTHER,1984,1,0,0,1,100,1,100,1,100,1,100,0,0,0,0,0,0,1,100,0,0,1,100,1,100,0,0,0,0,0,0,0,0
ROVER,OTHER,1986,2,0,0,2,100,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,OTHER,1987,1,0,0,1,100,1,100,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0
ROVER,OTHER,1989,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,OTHER,1990,4,2,50,2,50,1,25,0,0,0,0,1,25,1,25,1,25,0,0,0,0,1,25,0,0,1,25,1,25,0,0,0,0
ROVER,OTHER,1991,3,1,33.3,2,66.7,1,33.3,1,33.3,2,66.7,0,0,1,33.3,0,0,0,0,2,66.7,0,0,0,0,0,0,1,33.3,0,0,0,0
ROVER,OTHER,1992,2,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0
ROVER,OTHER,1993,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,OTHER,1994,10,1,10,9,90,2,20,3,30,3,30,1,10,3,30,1,10,3,30,1,10,1,10,1,10,2,20,5,50,0,0,0,0
ROVER,OTHER,1995,20,3,15,17,85,3,15,9,45,5,25,5,25,2,10,1,5,3,15,5,25,2,10,3,15,8,40,4,20,1,5,0,0
ROVER,OTHER,1996,25,4,16,21,84,9,36,12,48,8,32,3,12,5,20,1,4,6,24,2,8,2,8,3,12,5,20,5,20,0,0,0,0
ROVER,OTHER,1997,23,10,43.5,13,56.5,5,21.7,7,30.4,7,30.4,2,8.7,3,13,2,8.7,4,17.4,5,21.7,3,13,1,4.3,0,0,5,21.7,1,4.3,0,0
ROVER,OTHER,1998,48,16,33.3,32,66.7,19,39.6,12,25,9,18.8,9,18.8,6,12.5,6,12.5,6,12.5,10,20.8,1,2.1,1,2.1,7,14.6,4,8.3,1,2.1,0,0
ROVER,OTHER,1999,18,5,27.8,13,72.2,2,11.1,6,33.3,1,5.6,2,11.1,3,16.7,1,5.6,4,22.2,1,5.6,1,5.6,1,5.6,4,22.2,5,27.8,0,0,0,0
ROVER,OTHER,2000,10,3,30,7,70,2,20,4,40,3,30,1,10,1,10,1,10,0,0,4,40,0,0,1,10,1,10,4,40,0,0,0,0
ROVER,OTHER,2001,2,0,0,2,100,0,0,1,50,2,100,2,100,0,0,1,50,0,0,2,100,0,0,1,50,2,100,0,0,0,0,0,0
ROVER,OTHER,2002,11,6,54.5,5,45.5,0,0,2,18.2,2,18.2,1,9.1,2,18.2,1,9.1,0,0,2,18.2,0,0,1,9.1,1,9.1,3,27.3,0,0,0,0
ROVER,OTHER,2003,7,0,0,7,100,2,28.6,4,57.1,4,57.1,1,14.3,4,57.1,2,28.6,0,0,4,57.1,0,0,1,14.3,1,14.3,2,28.6,0,0,0,0
ROVER,OTHER,2004,41,11,26.8,30,73.2,10,24.4,19,46.3,6,14.6,9,22,12,29.3,4,9.8,8,19.5,8,19.5,1,2.4,2,4.9,13,31.7,6,14.6,1,2.4,0,0
ROVER,OTHER,2005,8,2,25,6,75,2,25,2,25,4,50,3,37.5,3,37.5,1,12.5,3,37.5,3,37.5,0,0,1,12.5,5,62.5,2,25,0,0,0,0
ROVER,OTHER,2006,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,P5B,1981,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
ROVER,P5B,1982,1,0,0,1,100,1,100,0,0,1,100,0,0,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,P5B,1997,1,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
ROVER,RANGE ROVER,1980,3,1,33.3,2,66.7,0,0,0,0,0,0,0,0,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0
ROVER,RANGE ROVER,1982,3,2,66.7,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0
ROVER,RANGE ROVER,1987,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,RANGE ROVER,1993,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,1,100,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0
ROVER,RANGE ROVER,1994,2,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50
ROVER,RANGE ROVER,1995,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,RANGE ROVER,1996,1,0,0,1,100,1,100,1,100,0,0,1,100,1,100,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0
ROVER,RANGE ROVER,1997,4,1,25,3,75,2,50,1,25,0,0,0,0,1,25,1,25,0,0,0,0,0,0,1,25,0,0,2,50,0,0,0,0
ROVER,RANGE ROVER,1998,4,3,75,1,25,0,0,0,0,0,0,0,0,1,25,0,0,1,25,0,0,0,0,0,0,0,0,1,25,0,0,0,0
ROVER,RANGE ROVER,1999,20,8,40,12,60,5,25,2,10,7,35,2,10,3,15,2,10,0,0,6,30,2,10,0,0,2,10,3,15,1,5,0,0
ROVER,RANGE ROVER,2000,32,12,37.5,20,62.5,8,25,7,21.9,6,18.8,6,18.8,2,6.3,4,12.5,2,6.3,5,15.6,1,3.1,0,0,6,18.8,4,12.5,0,0,0,0
ROVER,RANGE ROVER,2001,55,14,25.5,41,74.5,10,18.2,13,23.6,11,20,7,12.7,7,12.7,5,9.1,0,0,8,14.5,0,0,4,7.3,8,14.5,7,12.7,1,1.8,0,0
ROVER,RANGE ROVER,2002,13,6,46.2,7,53.8,3,23.1,5,38.5,1,7.7,2,15.4,3,23.1,2,15.4,0,0,2,15.4,0,0,0,0,1,7.7,1,7.7,0,0,0,0
ROVER,RANGE ROVER,2003,7,3,42.9,4,57.1,1,14.3,0,0,3,42.9,0,0,0,0,1,14.3,1,14.3,3,42.9,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,RANGE ROVER,2004,23,7,30.4,16,69.6,7,30.4,11,47.8,7,30.4,2,8.7,5,21.7,1,4.3,0,0,7,30.4,2,8.7,1,4.3,2,8.7,2,8.7,0,0,0,0
ROVER,RANGE ROVER,2005,21,10,47.6,11,52.4,5,23.8,4,19,3,14.3,1,4.8,0,0,1,4.8,1,4.8,2,9.5,0,0,0,0,3,14.3,0,0,0,0,0,0
ROVER,RANGE ROVER,2006,29,15,51.7,14,48.3,2,6.9,4,13.8,2,6.9,0,0,3,10.3,1,3.4,0,0,2,6.9,2,6.9,0,0,2,6.9,1,3.4,0,0,0,0
ROVER,RANGE ROVER,2007,37,16,43.2,21,56.8,7,18.9,7,18.9,9,24.3,1,2.7,5,13.5,1,2.7,0,0,8,21.6,1,2.7,2,5.4,1,2.7,1,2.7,0,0,1,2.7
ROVER,RANGE ROVER,2008,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROVER,STREETWISE,2003,15,6,40,9,60,4,26.7,4,26.7,4,26.7,1,6.7,2,13.3,1,6.7,0,0,4,26.7,0,0,1,6.7,0,0,5,33.3,0,0,0,0
ROVER,STREETWISE,2004,64,25,39.1,39,60.9,9,14.1,15,23.4,10,15.6,2,3.1,6,9.4,5,7.8,0,0,10,15.6,0,0,7,10.9,5,7.8,3,4.7,1,1.6,1,1.6
ROVER,STREETWISE,2005,6,2,33.3,4,66.7,0,0,0,0,2,33.3,2,33.3,2,33.3,0,0,0,0,3,50,0,0,1,16.7,2,33.3,0,0,0,0,0,0
SAAB,900,1984,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAB,900,1988,2,1,50,1,50,0,0,1,50,0,0,0,0,1,50,0,0,1,50,0,0,0,0,0,0,1,50,0,0,0,0,0,0
SAAB,900,1991,1,0,0,1,100,0,0,1,100,1,100,1,100,1,100,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0
SAAB,900,1994,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0,1,100,0,0,1,100,0,0,0,0
SAAB,900,1996,3,1,33.3,2,66.7,0,0,2,66.7,2,66.7,0,0,0,0,0,0,1,33.3,2,66.7,1,33.3,0,0,0,0,0,0,0,0,0,0
SAAB,900,1997,3,2,66.7,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.3,1,33.3,0,0,0,0
SAAB,900,1998,3,0,0,3,100,0,0,3,100,1,33.3,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
SAAB,9000,1999,1,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
SAAB,09-Mar,1998,63,37,58.7,26,41.3,4,6.3,16,25.4,6,9.5,5,7.9,0,0,1,1.6,2,3.2,4,6.3,2,3.2,2,3.2,11,17.5,3,4.8,0,0,0,0
SAAB,09-Mar,1999,118,58,49.2,60,50.8,16,13.6,27,22.9,18,15.3,3,2.5,19,16.1,5,4.2,3,2.5,7,5.9,6,5.1,3,2.5,8,6.8,7,5.9,1,0.8,0,0
SAAB,09-Mar,2000,260,127,48.8,133,51.2,21,8.1,50,19.2,37,14.2,18,6.9,25,9.6,8,3.1,6,2.3,27,10.4,10,3.8,7,2.7,40,15.4,9,3.5,0,0,0,0
SAAB,09-Mar,2001,286,169,59.1,117,40.9,17,5.9,44,15.4,34,11.9,13,4.5,21,7.3,6,2.1,12,4.2,31,10.8,5,1.7,9,3.1,27,9.4,7,2.4,1,0.3,0,0
SAAB,09-Mar,2002,315,162,51.4,153,48.6,32,10.2,73,23.2,43,13.7,18,5.7,57,18.1,14,4.4,4,1.3,37,11.7,8,2.5,11,3.5,29,9.2,7,2.2,0,0,0,0
SAAB,09-Mar,2003,583,250,42.9,333,57.1,101,17.3,118,20.2,165,28.3,27,4.6,80,13.7,26,4.5,6,1,150,25.7,20,3.4,33,5.7,30,5.1,22,3.8,3,0.5,1,0.2
SAAB,09-Mar,2004,925,434,46.9,491,53.1,121,13.1,164,17.7,252,27.2,33,3.6,109,11.8,41,4.4,5,0.5,200,21.6,46,5,43,4.6,41,4.4,21,2.3,8,0.9,1,0.1
SAAB,09-Mar,2005,511,205,40.1,306,59.9,63,12.3,105,20.5,153,29.9,27,5.3,87,17,41,8,6,1.2,117,22.9,41,8,19,3.7,30,5.9,31,6.1,1,0.2,0,0
SAAB,09-Mar,2006,1055,601,57,454,43,77,7.3,122,11.6,198,18.8,23,2.2,119,11.3,40,3.8,6,0.6,164,15.5,55,5.2,24,2.3,30,2.8,43,4.1,5,0.5,1,0.1
SAAB,09-Mar,2007,220,145,65.9,75,34.1,11,5,26,11.8,20,9.1,2,0.9,24,10.9,2,0.9,1,0.5,11,5,10,4.5,6,2.7,2,0.9,4,1.8,0,0,0,0
SAAB,09-Mar,2008,967,692,71.6,275,28.4,48,5,65,6.7,74,7.7,12,1.2,86,8.9,12,1.2,15,1.6,56,5.8,27,2.8,15,1.6,14,1.4,16,1.7,4,0.4,0,0
SAAB,09-Mar,2009,80,57,71.3,23,28.8,5,6.3,3,3.8,2,2.5,0,0,9,11.3,1,1.3,3,3.8,1,1.3,1,1.3,2,2.5,2,2.5,3,3.8,1,1.3,1,1.3
SAAB,09-Mar,2010,123,106,86.2,17,13.8,5,4.1,6,4.9,2,1.6,0,0,4,3.3,0,0,0,0,1,0.8,0,0,0,0,1,0.8,3,2.4,0,0,0,0
SAAB,09-Mar,2011,10,8,80,2,20,0,0,0,0,0,0,0,0,1,10,1,10,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
SAAB,09-May,1997,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
SAAB,09-May,1998,12,6,50,6,50,0,0,3,25,3,25,2,16.7,1,8.3,2,16.7,0,0,2,16.7,0,0,0,0,2,16.7,0,0,0,0,0,0
SAAB,09-May,1999,33,19,57.6,14,42.4,0,0,5,15.2,6,18.2,0,0,2,6.1,4,12.1,0,0,6,18.2,0,0,1,3,0,0,1,3,0,0,0,0
SAAB,09-May,2000,51,24,47.1,27,52.9,3,5.9,9,17.6,9,17.6,5,9.8,9,17.6,1,2,1,2,9,17.6,1,2,7,13.7,8,15.7,0,0,0,0,0,0
SAAB,09-May,2001,88,44,50,44,50,12,13.6,20,22.7,16,18.2,4,4.5,8,9.1,6,6.8,0,0,9,10.2,2,2.3,9,10.2,6,6.8,4,4.5,1,1.1,0,0
SAAB,09-May,2002,203,104,51.2,99,48.8,15,7.4,46,22.7,31,15.3,11,5.4,22,10.8,8,3.9,3,1.5,30,14.8,5,2.5,21,10.3,16,7.9,3,1.5,0,0,0,0
SAAB,09-May,2003,204,120,58.8,84,41.2,14,6.9,32,15.7,26,12.7,3,1.5,33,16.2,5,2.5,4,2,26,12.7,5,2.5,12,5.9,10,4.9,2,1,0,0,0,0
SAAB,09-May,2004,214,117,54.7,97,45.3,22,10.3,41,19.2,40,18.7,6,2.8,21,9.8,2,0.9,3,1.4,32,15,7,3.3,16,7.5,7,3.3,2,0.9,1,0.5,0,0
SAAB,09-May,2005,66,27,40.9,39,59.1,7,10.6,18,27.3,11,16.7,5,7.6,12,18.2,6,9.1,0,0,9,13.6,3,4.5,5,7.6,4,6.1,1,1.5,0,0,0,0
SAAB,09-May,2006,305,175,57.4,130,42.6,18,5.9,63,20.7,28,9.2,10,3.3,40,13.1,9,3,5,1.6,28,9.2,8,2.6,9,3,14,4.6,8,2.6,0,0,0,0
SAAB,09-May,2007,97,59,60.8,38,39.2,3,3.1,14,14.4,11,11.3,0,0,13,13.4,3,3.1,1,1,9,9.3,4,4.1,2,2.1,2,2.1,3,3.1,1,1,0,0
SAAB,09-May,2008,169,114,67.5,55,32.5,8,4.7,27,16,9,5.3,0,0,18,10.7,4,2.4,2,1.2,11,6.5,3,1.8,4,2.4,1,0.6,1,0.6,0,0,0,0
SAAB,09-May,2009,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAB,09-May,2010,30,23,76.7,7,23.3,2,6.7,4,13.3,1,3.3,0,0,0,0,0,0,0,0,0,0,1,3.3,0,0,0,0,0,0,1,3.3,0,0
SAAB,09-May,2011,6,5,83.3,1,16.7,0,0,1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAB,OTHER,1980,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAB,OTHER,1983,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAB,OTHER,1984,4,1,25,3,75,0,0,1,25,0,0,1,25,1,25,0,0,1,25,0,0,1,25,1,25,1,25,0,0,0,0,0,0
SAAB,OTHER,1987,1,0,0,1,100,1,100,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0
SAAB,OTHER,1988,3,1,33.3,2,66.7,0,0,1,33.3,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAB,OTHER,1989,4,1,25,3,75,1,25,2,50,0,0,0,0,2,50,1,25,0,0,1,25,0,0,1,25,0,0,0,0,0,0,0,0
SAAB,OTHER,1990,12,5,41.7,7,58.3,4,33.3,4,33.3,3,25,2,16.7,4,33.3,3,25,2,16.7,3,25,1,8.3,0,0,3,25,0,0,0,0,0,0
SAAB,OTHER,1991,19,3,15.8,16,84.2,6,31.6,6,31.6,10,52.6,1,5.3,3,15.8,3,15.8,4,21.1,3,15.8,2,10.5,1,5.3,2,10.5,0,0,2,10.5,0,0
SAAB,OTHER,1992,18,5,27.8,13,72.2,4,22.2,5,27.8,4,22.2,2,11.1,4,22.2,1,5.6,2,11.1,3,16.7,1,5.6,2,11.1,2,11.1,0,0,0,0,0,0
SAAB,OTHER,1993,24,5,20.8,19,79.2,5,20.8,11,45.8,7,29.2,4,16.7,5,20.8,3,12.5,4,16.7,6,25,2,8.3,1,4.2,9,37.5,1,4.2,0,0,0,0
SAAB,OTHER,1994,7,2,28.6,5,71.4,0,0,0,0,3,42.9,1,14.3,1,14.3,0,0,0,0,2,28.6,0,0,0,0,3,42.9,0,0,0,0,0,0
SAAB,OTHER,1995,13,4,30.8,9,69.2,2,15.4,4,30.8,4,30.8,2,15.4,1,7.7,2,15.4,1,7.7,3,23.1,1,7.7,0,0,2,15.4,2,15.4,0,0,0,0
SAAB,OTHER,1996,25,12,48,13,52,4,16,10,40,0,0,3,12,4,16,3,12,0,0,0,0,0,0,2,8,5,20,1,4,1,4,0,0
SAAB,OTHER,1997,62,23,37.1,39,62.9,6,9.7,18,29,10,16.1,6,9.7,12,19.4,5,8.1,4,6.5,8,12.9,2,3.2,5,8.1,12,19.4,3,4.8,0,0,0,0
SAAB,OTHER,1998,38,19,50,19,50,5,13.2,10,26.3,5,13.2,3,7.9,1,2.6,3,7.9,0,0,3,7.9,0,0,3,7.9,4,10.5,2,5.3,0,0,0,0
SAAB,OTHER,1999,14,8,57.1,6,42.9,2,14.3,3,21.4,1,7.1,0,0,1,7.1,1,7.1,0,0,1,7.1,0,0,1,7.1,0,0,0,0,0,0,0,0
SAAB,OTHER,2000,45,26,57.8,19,42.2,6,13.3,7,15.6,8,17.8,0,0,3,6.7,3,6.7,0,0,7,15.6,0,0,4,8.9,1,2.2,2,4.4,0,0,0,0
SAAB,OTHER,2001,51,25,49,26,51,3,5.9,7,13.7,6,11.8,0,0,8,15.7,1,2,0,0,7,13.7,1,2,2,3.9,1,2,0,0,0,0,1,2
SAAB,OTHER,2002,2,1,50,1,50,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAB,OTHER,2004,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATURN,OTHER,1997,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
SEAT,ALHAMBRA,1997,5,0,0,5,100,2,40,4,80,2,40,3,60,2,40,1,20,3,60,2,40,2,40,1,20,4,80,1,20,0,0,0,0
SEAT,ALHAMBRA,1998,11,2,18.2,9,81.8,3,27.3,5,45.5,7,63.6,1,9.1,1,9.1,2,18.2,1,9.1,6,54.5,1,9.1,0,0,3,27.3,1,9.1,0,0,0,0
SEAT,ALHAMBRA,1999,15,2,13.3,13,86.7,3,20,7,46.7,6,40,6,40,6,40,2,13.3,5,33.3,5,33.3,2,13.3,1,6.7,7,46.7,3,20,0,0,0,0
SEAT,ALHAMBRA,2000,64,17,26.6,47,73.4,9,14.1,27,42.2,17,26.6,12,18.8,14,21.9,8,12.5,7,10.9,11,17.2,8,12.5,6,9.4,19,29.7,4,6.3,0,0,0,0
SEAT,ALHAMBRA,2001,260,74,28.5,186,71.5,44,16.9,81,31.2,81,31.2,64,24.6,51,19.6,45,17.3,24,9.2,65,25,21,8.1,34,13.1,80,30.8,27,10.4,0,0,0,0
SEAT,ALHAMBRA,2002,329,100,30.4,229,69.6,51,15.5,89,27.1,79,24,59,17.9,79,24,58,17.6,34,10.3,59,17.9,22,6.7,38,11.6,66,20.1,19,5.8,1,0.3,0,0
SEAT,ALHAMBRA,2003,396,120,30.3,276,69.7,58,14.6,92,23.2,102,25.8,80,20.2,75,18.9,91,23,13,3.3,78,19.7,22,5.6,42,10.6,96,24.2,32,8.1,1,0.3,0,0
SEAT,ALHAMBRA,2004,423,125,29.6,298,70.4,74,17.5,111,26.2,82,19.4,90,21.3,99,23.4,84,19.9,15,3.5,52,12.3,24,5.7,54,12.8,113,26.7,39,9.2,1,0.2,0,0
SEAT,ALHAMBRA,2005,114,38,33.3,76,66.7,20,17.5,23,20.2,23,20.2,28,24.6,22,19.3,22,19.3,3,2.6,9,7.9,8,7,8,7,33,28.9,13,11.4,0,0,0,0
SEAT,ALHAMBRA,2006,340,128,37.6,212,62.4,33,9.7,76,22.4,36,10.6,50,14.7,67,19.7,69,20.3,5,1.5,24,7.1,15,4.4,43,12.6,67,19.7,37,10.9,2,0.6,0,0
SEAT,ALHAMBRA,2007,49,19,38.8,30,61.2,5,10.2,12,24.5,7,14.3,1,2,11,22.4,7,14.3,0,0,6,12.2,0,0,8,16.3,4,8.2,5,10.2,0,0,0,0
SEAT,ALHAMBRA,2008,234,138,59,96,41,9,3.8,32,13.7,9,3.8,5,2.1,37,15.8,21,9,1,0.4,11,4.7,4,1.7,22,9.4,8,3.4,18,7.7,0,0,0,0
SEAT,ALHAMBRA,2009,13,7,53.8,6,46.2,1,7.7,1,7.7,0,0,0,0,4,30.8,0,0,0,0,0,0,0,0,1,7.7,0,0,0,0,0,0,0,0
SEAT,ALHAMBRA,2010,52,36,69.2,16,30.8,3,5.8,3,5.8,0,0,0,0,8,15.4,0,0,0,0,1,1.9,0,0,1,1.9,0,0,5,9.6,0,0,0,0
SEAT,ALHAMBRA,2011,3,2,66.7,1,33.3,0,0,1,33.3,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAT,ALHAMBRA,2013,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAT,ALTEA,2004,157,75,47.8,82,52.2,14,8.9,35,22.3,14,8.9,21,13.4,27,17.2,9,5.7,0,0,11,7,14,8.9,13,8.3,20,12.7,8,5.1,0,0,0,0
